"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","161","Создание объявления cо статистикой поля view_count, состоящим из отрицательного числа: '-1000'","Advertisements statistics service","Wed Mar 25 17:14:53 UTC 2026","skipped","Wed Mar 25 17:14:53 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 17:14:53 UTC 2026","passed","Wed Mar 25 17:14:53 UTC 2026","Create entity","Advertisements","",""
"","147","Создание объявления cо статистикой поля view_count, состоящей из '0'","Advertisements statistics service","Wed Mar 25 17:14:49 UTC 2026","skipped","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","150","Создание объявления cо статистикой поля likes, состоящим из отрицательного числа: '-1000'","Advertisements statistics service","Wed Mar 25 17:14:51 UTC 2026","skipped","Wed Mar 25 17:14:51 UTC 2026","Create entity","Advertisements","",""
"","158","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 17:14:53 UTC 2026","passed","Wed Mar 25 17:14:53 UTC 2026","Create entity","Advertisements","",""
"","153","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 17:14:55 UTC 2026","passed","Wed Mar 25 17:14:55 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления cо статистикой поля view_count, состоящим из пустой строки: ''","Advertisements statistics service","Wed Mar 25 17:14:53 UTC 2026","passed","Wed Mar 25 17:14:53 UTC 2026","Create entity","Advertisements","",""
"","153","Создание объявления cо статистикой поля likes, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 17:14:53 UTC 2026","passed","Wed Mar 25 17:14:53 UTC 2026","Create entity","Advertisements","",""
"","149","Создание объявления cо статистикой поля contacts, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 17:14:54 UTC 2026","passed","Wed Mar 25 17:14:54 UTC 2026","Create entity","Advertisements","",""
"","158","Создание объявления c названием, состоящим из пустого ввода: ''","Advertisements statistics service","Wed Mar 25 17:14:50 UTC 2026","passed","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","153","Создание объявления c названием, состоящим из значения в типе данных array: '['Чайник 1000W']'","Advertisements statistics service","Wed Mar 25 17:14:50 UTC 2026","passed","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","721","Получить объявления","Advertisements statistics service","Wed Mar 25 17:14:23 UTC 2026","passed","Wed Mar 25 17:14:24 UTC 2026","Get entities","Advertisements","",""
"","155","Создание объявления c ценой, состоящей из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:14:52 UTC 2026","passed","Wed Mar 25 17:14:52 UTC 2026","Create entity","Advertisements","",""
"","154","Создание объявления c ценой, состоящей из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","Wed Mar 25 17:14:51 UTC 2026","passed","Wed Mar 25 17:14:51 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления cо статистикой поля likes, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","Wed Mar 25 17:14:51 UTC 2026","passed","Wed Mar 25 17:14:51 UTC 2026","Create entity","Advertisements","",""
"","699","Создание объявления cо статистикой поля likes, состоящей из '10000'","Advertisements statistics service","Wed Mar 25 17:14:47 UTC 2026","passed","Wed Mar 25 17:14:47 UTC 2026","Create entity","Advertisements","",""
"","153","Создание объявления cо статистикой поля likes, состоящим из пустой строки: ''","Advertisements statistics service","Wed Mar 25 17:14:52 UTC 2026","passed","Wed Mar 25 17:14:52 UTC 2026","Create entity","Advertisements","",""
"","465","Создание объявления c названием, состоящим из пробела в начале: ' Телефон'","Advertisements statistics service","Wed Mar 25 17:14:47 UTC 2026","passed","Wed Mar 25 17:14:47 UTC 2026","Create entity","Advertisements","",""
"","151","Создание объявления c названием, состоящим из арабской вязи: 'سلسلة اختبار'","Advertisements statistics service","Wed Mar 25 17:14:50 UTC 2026","skipped","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","448","Создание объявления c названием, состоящим из латинских букв: 'PearBook Lite'","Advertisements statistics service","Wed Mar 25 17:14:47 UTC 2026","passed","Wed Mar 25 17:14:47 UTC 2026","Create entity","Advertisements","",""
"","150","Получение статистики у несуществующего объявления","Advertisements statistics service","Wed Mar 25 17:14:56 UTC 2026","passed","Wed Mar 25 17:14:56 UTC 2026","Get entity","Advertisements","",""
"","164","Создание объявления c ценой, состоящей из японских иероглифов: '東京は美しいです'","Advertisements statistics service","Wed Mar 25 17:14:52 UTC 2026","passed","Wed Mar 25 17:14:52 UTC 2026","Create entity","Advertisements","",""
"","171","Получение объявлений по несуществующему seller_id","Advertisements statistics service","Wed Mar 25 17:14:56 UTC 2026","skipped","Wed Mar 25 17:14:56 UTC 2026","Get entities","Advertisements","",""
"","144","Получение объявления с uuid = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 17:14:55 UTC 2026","skipped","Wed Mar 25 17:14:55 UTC 2026","Get entity","Advertisements","",""
"","156","Создание объявления cо статистикой поля contacts, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 17:14:54 UTC 2026","passed","Wed Mar 25 17:14:55 UTC 2026","Create entity","Advertisements","",""
"","153","Создание объявления c идентификатором продавца, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:14:48 UTC 2026","failed","Wed Mar 25 17:14:49 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 17:14:54 UTC 2026","passed","Wed Mar 25 17:14:54 UTC 2026","Create entity","Advertisements","",""
"","143","Получение статистики у объявления с uuid = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 17:14:56 UTC 2026","skipped","Wed Mar 25 17:14:56 UTC 2026","Get entity","Advertisements","",""
"","151","Создание объявления c названием, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:14:49 UTC 2026","skipped","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","156","Создание объявления без поля name","Advertisements statistics service","Wed Mar 25 17:14:51 UTC 2026","passed","Wed Mar 25 17:14:51 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления без поля price","Advertisements statistics service","Wed Mar 25 17:14:51 UTC 2026","passed","Wed Mar 25 17:14:51 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 17:14:52 UTC 2026","passed","Wed Mar 25 17:14:52 UTC 2026","Create entity","Advertisements","",""
"","144","Получение объявлений с seller_id = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 17:14:56 UTC 2026","skipped","Wed Mar 25 17:14:56 UTC 2026","Get entity","Advertisements","",""
"","473","Создание объявления cо статистикой поля likes, состоящей из '1'","Advertisements statistics service","Wed Mar 25 17:14:50 UTC 2026","passed","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","159","Получение объявления c невалидным uuid","Advertisements statistics service","Wed Mar 25 17:14:55 UTC 2026","passed","Wed Mar 25 17:14:55 UTC 2026","Get entity","Advertisements","",""
"","169","Создание объявления c ценой, состоящей из значения в типе данных array: '[1000]'","Advertisements statistics service","Wed Mar 25 17:14:50 UTC 2026","passed","Wed Mar 25 17:14:50 UTC 2026","Create entity","Advertisements","",""
"","837","Создание двух одинаковых объявления","Advertisements statistics service","Wed Mar 25 17:14:45 UTC 2026","passed","Wed Mar 25 17:14:46 UTC 2026","Create entity","Advertisements","",""
"","154","Создание объявления c ценой, состоящей из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 17:14:51 UTC 2026","passed","Wed Mar 25 17:14:52 UTC 2026","Create entity","Advertisements","",""
"","477","Создание объявления c названием, состоящим из точки в конце: 'Приставка.'","Advertisements statistics service","Wed Mar 25 17:14:48 UTC 2026","passed","Wed Mar 25 17:14:48 UTC 2026","Create entity","Advertisements","",""
"","151","Создание объявления cо статистикой поля view_count, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 17:14:53 UTC 2026","passed","Wed Mar 25 17:14:53 UTC 2026","Create entity","Advertisements","",""
"","168","Получение несуществующего объявления","Advertisements statistics service","Wed Mar 25 17:14:55 UTC 2026","passed","Wed Mar 25 17:14:55 UTC 2026","Get entity","Advertisements","",""
