"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","138","Создание объявления cо статистикой поля view_count, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:25:01 UTC 2026","passed","Wed Mar 25 17:25:01 UTC 2026","Create entity","Advertisements","",""
"","136","Создание объявления cо статистикой поля view_count, состоящим из японских иероглифов: '東京は美しいです'","Advertisements statistics service","Wed Mar 25 17:25:00 UTC 2026","passed","Wed Mar 25 17:25:01 UTC 2026","Create entity","Advertisements","",""
"","136","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных string: '999'","Advertisements statistics service","Wed Mar 25 17:25:00 UTC 2026","passed","Wed Mar 25 17:25:00 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля contacts, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:25:01 UTC 2026","passed","Wed Mar 25 17:25:02 UTC 2026","Create entity","Advertisements","",""
"","131","Получение статистики у объявления с uuid = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 17:25:04 UTC 2026","skipped","Wed Mar 25 17:25:04 UTC 2026","Get entity","Advertisements","",""
"","141","Создание объявления c идентификатором продавца, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:24:57 UTC 2026","passed","Wed Mar 25 17:24:57 UTC 2026","Create entity","Advertisements","",""
"","411","Создание объявления c ценой, состоящей из цифры: '1'","Advertisements statistics service","Wed Mar 25 17:24:57 UTC 2026","passed","Wed Mar 25 17:24:57 UTC 2026","Create entity","Advertisements","",""
"","152","Создание объявления cо статистикой поля view_count, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 17:25:01 UTC 2026","passed","Wed Mar 25 17:25:01 UTC 2026","Create entity","Advertisements","",""
"","139","Создание объявления c ценой, состоящей из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:24:59 UTC 2026","passed","Wed Mar 25 17:25:00 UTC 2026","Create entity","Advertisements","",""
"","286","Получение статистики существующего объявления","Advertisements statistics service","Wed Mar 25 17:25:04 UTC 2026","passed","Wed Mar 25 17:25:04 UTC 2026","Get entity","Advertisements","",""
"","133","Создание объявления cо статистикой поля likes, состоящей из '0'","Advertisements statistics service","Wed Mar 25 17:24:58 UTC 2026","skipped","Wed Mar 25 17:24:58 UTC 2026","Create entity","Advertisements","",""
"","145","Создание объявления c ценой, состоящей из японских иероглифов: '東京は美しいです'","Advertisements statistics service","Wed Mar 25 17:25:00 UTC 2026","passed","Wed Mar 25 17:25:00 UTC 2026","Create entity","Advertisements","",""
"","279","Получение существующего объявления","Advertisements statistics service","Wed Mar 25 17:25:03 UTC 2026","passed","Wed Mar 25 17:25:03 UTC 2026","Get entity","Advertisements","",""
"","136","Создание объявления c названием, состоящим из одной кириллической буквы: 'А'","Advertisements statistics service","Wed Mar 25 17:24:57 UTC 2026","skipped","Wed Mar 25 17:24:58 UTC 2026","Create entity","Advertisements","",""
"","411","Создание объявления cо статистикой поля likes, состоящей из '1'","Advertisements statistics service","Wed Mar 25 17:24:58 UTC 2026","passed","Wed Mar 25 17:24:59 UTC 2026","Create entity","Advertisements","",""
"","139","Создание объявления c ценой, состоящей из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 17:24:59 UTC 2026","passed","Wed Mar 25 17:24:59 UTC 2026","Create entity","Advertisements","",""
"","132","Создание объявления cо статистикой поля contacts, состоящей из '0'","Advertisements statistics service","Wed Mar 25 17:24:58 UTC 2026","skipped","Wed Mar 25 17:24:58 UTC 2026","Create entity","Advertisements","",""
"","139","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 17:25:00 UTC 2026","passed","Wed Mar 25 17:25:00 UTC 2026","Create entity","Advertisements","",""
"","824","Получить статистику по объявлению","Advertisements statistics service","Wed Mar 25 17:24:34 UTC 2026","passed","Wed Mar 25 17:24:34 UTC 2026","Get entity","Advertisements","",""
"","141","Создание объявления c названием, состоящим из арабской вязи: 'سلسلة اختبار'","Advertisements statistics service","Wed Mar 25 17:24:58 UTC 2026","skipped","Wed Mar 25 17:24:58 UTC 2026","Create entity","Advertisements","",""
"","137","Создание объявления cо статистикой поля likes, состоящим из пустой строки: ''","Advertisements statistics service","Wed Mar 25 17:25:00 UTC 2026","passed","Wed Mar 25 17:25:00 UTC 2026","Create entity","Advertisements","",""
