"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","199","Создание объявления cо статистикой поля likes, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 17:57:37 UTC 2026","passed","Wed Mar 25 17:57:37 UTC 2026","Create entity","Advertisements","",""
"","199","Создание объявления c идентификатором продавца, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 17:57:33 UTC 2026","passed","Wed Mar 25 17:57:33 UTC 2026","Create entity","Advertisements","",""
"","197","Создание объявления cо статистикой поля view_count, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 17:57:38 UTC 2026","passed","Wed Mar 25 17:57:38 UTC 2026","Create entity","Advertisements","",""
"","198","Создание объявления cо статистикой поля view_count, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","Wed Mar 25 17:57:39 UTC 2026","passed","Wed Mar 25 17:57:39 UTC 2026","Create entity","Advertisements","",""
"","198","Получение статистики у несуществующего объявления","Advertisements statistics service","Wed Mar 25 17:57:42 UTC 2026","passed","Wed Mar 25 17:57:42 UTC 2026","Get entity","Advertisements","",""
"","193","Получение объявления с uuid = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 17:57:42 UTC 2026","skipped","Wed Mar 25 17:57:42 UTC 2026","Get entity","Advertisements","",""
"","206","Создание объявления c идентификатором продавца, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 17:57:33 UTC 2026","passed","Wed Mar 25 17:57:34 UTC 2026","Create entity","Advertisements","",""
"","193","Получение объявлений с seller_id = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 17:57:42 UTC 2026","skipped","Wed Mar 25 17:57:42 UTC 2026","Get entity","Advertisements","",""
"","593","Создание объявления c ценой, состоящей из числа миллион: '1000000'","Advertisements statistics service","Wed Mar 25 17:57:33 UTC 2026","passed","Wed Mar 25 17:57:34 UTC 2026","Create entity","Advertisements","",""
"","193","Получение объявлений по невалидному seller_id","Advertisements statistics service","Wed Mar 25 17:57:42 UTC 2026","skipped","Wed Mar 25 17:57:42 UTC 2026","Get entities","Advertisements","",""
"","590","Создание объявления cо статистикой поля contacts, состоящей из '1'","Advertisements statistics service","Wed Mar 25 17:57:30 UTC 2026","passed","Wed Mar 25 17:57:30 UTC 2026","Create entity","Advertisements","",""
"","197","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 17:57:40 UTC 2026","passed","Wed Mar 25 17:57:41 UTC 2026","Create entity","Advertisements","",""
"","193","Создание объявления c названием, состоящим из одной кириллической буквы: 'А'","Advertisements statistics service","Wed Mar 25 17:57:34 UTC 2026","skipped","Wed Mar 25 17:57:34 UTC 2026","Create entity","Advertisements","",""
"","587","Создание объявления cо статистикой поля view_count, состоящей из '10000'","Advertisements statistics service","Wed Mar 25 17:57:31 UTC 2026","passed","Wed Mar 25 17:57:32 UTC 2026","Create entity","Advertisements","",""
"","201","Создание объявления cо статистикой поля likes, состоящей из '0'","Advertisements statistics service","Wed Mar 25 17:57:34 UTC 2026","skipped","Wed Mar 25 17:57:34 UTC 2026","Create entity","Advertisements","",""
"","199","Получение объявления c невалидным uuid","Advertisements statistics service","Wed Mar 25 17:57:41 UTC 2026","passed","Wed Mar 25 17:57:41 UTC 2026","Get entity","Advertisements","",""
